Car Model,Gear_type,Driven_km,Fuel type,Reg_place,Price,Car Location,City,Car_brand,Model_year,Ownership_count,EMI Rs
VXI,Manual,59296,Petrol,MP-04,490000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Maruti,2015,1,9580
1.2L I-VTEC V,Manual,47077,Petrol,KA-51,559000,"Bellahalli, Bengaluru",Bangalore,Honda,2016,1,10929
HTX PLUS 1.5,Manual,65561,Diesel,KA-04,1107000,"GT World Mall, Bengaluru",Bangalore,KIA,2020,1,21071
RXL DIESEL,Manual,96796,Diesel,KA-05,318000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Renault,2012,1,6217
ASTA 1.2,Manual,29591,Petrol,KA-41,686000,"GT World Mall, Bengaluru",Bangalore,Hyundai,2017,1,13411
RXZ 1.3 TURBO PETROL MT,Manual,49139,Petrol,KA-59,915000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,Renault,2020,1,17416
SPORTZ 1.2 KAPPA VTVT,Manual,88200,Petrol,KA-03,411000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2016,2,8035
VXI,Manual,71336,Petrol,KA-05,434000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2014,1,8485
ASTA 1.2,Manual,26195,Petrol,KA-04,670000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2017,1,13099
FLUIDIC 4S 1.6 VTVT S,Manual,62598,Petrol,KA-04,706000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2016,1,13802
HIGHLINE PETROL AT,Automatic,80842,Petrol,KA-04,811000,"Bellahalli, Bengaluru",Bangalore,Volkswagen,2016,1,15437
NEOTECH RXL 1.0 AMT,Automatic,14365,Petrol,KA-59,509000,"GT World Mall, Bengaluru",Bangalore,Renault,2021,2,9951
SPORTZ 1.2 KAPPA VTVT DUAL TONE,Manual,24678,Petrol,KA-03,573000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2018,1,11202
VXI,Manual,9067,Petrol,KA-25,483000,"Bellahalli, Bengaluru",Bangalore,Maruti,2019,2,9443
VX AT,Automatic,39220,Petrol,KA-03,537000,"GT World Mall, Bengaluru",Bangalore,Honda,2017,1,10498
ASTA 1.0 GDI TURBO DCT,Automatic,40429,Petrol,KA-16,980000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2021,2,18653
ASTA AMT 1.2 KAPPA VTVT,Automatic,22234,Petrol,KA-36,720000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2020,2,14076
TITANIUM 1.2 PETROL,Manual,62700,Petrol,KA-51,533000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Ford,2018,2,10420
A,Manual,11700,Petrol,KA-63,400000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Datsun,2021,1,7820
ASTA (O) CVT,Automatic,30407,Petrol,KA-05,789000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2019,1,15425
HTK PLUS 1.5 DIESEL,Manual,11840,Diesel,KA-51,1359000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,KIA,2020,2,25867
TITANIUM 1.2 PETROL,Manual,38995,Petrol,KA-01,570000,"Bellahalli, Bengaluru",Bangalore,Ford,2018,3,11144
ERA 1.1,Manual,48978,Petrol,KA-42,345000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2014,1,6745
SPORTZ 1.2 KAPPA VTVT,Manual,60197,Petrol,KA-51,418000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2015,2,8172
RXL 1.0,Manual,24810,Petrol,KA-05,358000,"Horamavu Agara Road, Bengaluru",Bangalore,Renault,2017,2,6999
VXI,Manual,63231,Petrol,KA-01,487000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2015,2,9521
ASTA AT 1.2 KAPPA VTVT,Automatic,81868,Petrol,KA-05,445000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2015,2,8700
SPORTZ 1.2 KAPPA VTVT,Manual,28593,Petrol,KA-19,648000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2020,1,12669
ZXI AMT,Automatic,42174,Petrol,KA-51,516000,"Bellahalli, Bengaluru",Bangalore,Maruti,2018,1,10088
1.2L I-VTEC V,Manual,77501,Petrol,KA-02,539000,"Bellahalli, Bengaluru",Bangalore,Honda,2016,3,10538
SPORTZ,Manual,46345,Petrol,KA-41,294000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2014,2,5748
RXL 1.0,Manual,15512,Petrol,KA-51,450000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Renault,2021,2,8798
ASTA 1.2,Manual,36043,Petrol,KA-53,693000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2018,2,13548
ZETA PETROL 1.2,Manual,34526,Petrol,KA-06,764000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2019,1,14936
SPORTZ 1.2 KAPPA VTVT,Manual,96297,Petrol,KA-02,414000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2014,1,8094
ASTA 1.2,Manual,51181,Petrol,KA-51,639000,"GT World Mall, Bengaluru",Bangalore,Hyundai,2017,1,12493
J MT,Manual,24612,Petrol,KA-04,702000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,Toyota,2018,1,13724
VXI,Manual,122048,Petrol,KA-50,398000,"GT World Mall, Bengaluru",Bangalore,Maruti,2015,2,7781
ASTA 1.2,Manual,66491,Petrol,KA-03,482000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2014,2,9423
GTX PLUS 1.0 IMT,Manual,49053,Petrol,KA-19,1068000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,KIA,2020,1,20328
TOPLINE 1.0 TSI MT,Manual,5356,Petrol,KA-03,1575000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,Volkswagen,2022,1,29979
1.5L I-VTEC V MT,Manual,54531,Petrol,KA-36,692000,"Horamavu Agara Road, Bengaluru",Bangalore,Honda,2017,1,13529
1.2L I-VTEC VX,Manual,19356,Petrol,KA-03,534000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2016,2,10440
RXS 85 PS,Manual,73494,Diesel,KA-05,735000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Renault,2016,2,14369
FLUIDIC 1.6 CRDI SX,Manual,81959,Diesel,KA-01,539000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2013,1,10538
ASTA 1.2 (O),Manual,93975,Petrol,KA-03,639000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2017,1,12493
SPORTZ 1.2 KAPPA VTVT,Manual,60691,Petrol,KA-26,433000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2015,2,8465
COMFORTLINE 1.6,Manual,28050,Petrol,KA-03,745000,"Bellahalli, Bengaluru",Bangalore,Volkswagen,2018,2,14565
1.2L I-VTEC VX,Manual,29942,Petrol,KA-51,727000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Honda,2019,2,14213
SPORTZ AMT 1.2 KAPPA VTVT,Automatic,23415,Petrol,KA-51,716000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2019,1,13998
ERA +,Manual,79683,Petrol,KA-19,308000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2017,1,6021
XV TURBO,Manual,11295,Petrol,KA-01,889000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,Nissan,2022,1,16921
DELTA PETROL 1.2,Manual,50173,Petrol,KA-03,591000,"Bellahalli, Bengaluru",Bangalore,Maruti,2016,1,11554
1.6 VTVT SX,Manual,41576,Petrol,KA-01,861000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2018,1,16388
1.2L I-VTEC VX MT,Manual,36876,Petrol,KA-53,800000,"Bellahalli, Bengaluru",Bangalore,Honda,2019,1,15227
VXI (ABS) AT,Automatic,86380,Petrol,KA-03,299000,"Bellahalli, Bengaluru",Bangalore,Maruti,2012,2,5846
VXI,Manual,45198,Petrol,KA-04,358000,"Bellahalli, Bengaluru",Bangalore,Maruti,2013,1,6999
VXI,Manual,69581,Petrol,KA-03,364000,"Horamavu Agara Road, Bengaluru",Bangalore,Maruti,2015,2,7116
SPORTZ 1.2,Manual,40296,Petrol,KA-05,457000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2012,1,8934
GTX + AT PETROL,Automatic,38093,Petrol,KA-51,1570000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,KIA,2019,1,29884
XM PETROL,Manual,55652,Petrol,KA-25,497000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Tata,2018,1,9716
ZXI,Manual,30967,Petrol,KA-03,637000,"Bellahalli, Bengaluru",Bangalore,Maruti,2014,1,12453
SPORTZ EXECUTIVE MT CNG,Manual,41054,CNG,KA-51,566000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2021,1,11065
1.6 VTVT SX,Manual,33237,Petrol,KA-05,829000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2017,2,15779
SX AT 1.2 (O),Automatic,77721,Petrol,KA-51,492000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2015,1,9619
VXI,Manual,3315,Petrol,KA-51,385000,"Bellahalli, Bengaluru",Bangalore,Maruti,2019,2,7527
1.2L I-VTEC V CVT,Automatic,8732,Petrol,KA-55,783000,"GT World Mall, Bengaluru",Bangalore,Honda,2018,1,15308
SPORTZ 1.1,Manual,80427,Petrol,KA-05,348000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2015,2,6803
S MT,Manual,57361,Petrol,KA-05,344000,"GT World Mall, Bengaluru",Bangalore,Honda,2012,1,6725
VX MT,Manual,76911,Petrol,KA-02,368000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2015,2,7194
VXI AMT,Automatic,26007,Petrol,KA-68,672000,"Bellahalli, Bengaluru",Bangalore,Maruti,2018,1,13138
DELTA PETROL 1.2,Manual,27459,Petrol,KA-05,719000,"Bellahalli, Bengaluru",Bangalore,Maruti,2020,1,14057
XMA PETROL,Automatic,14244,Petrol,KA-05,906000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,Tata,2021,2,17245
ZETA 1.2,Manual,46001,Petrol,KA-51,550000,"Bellahalli, Bengaluru",Bangalore,Maruti,2020,2,10753
SPORTZ (O) 1.2 KAPPA VTVT,Manual,35886,Petrol,KA-51,541000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2017,1,10577
1.5L I-VTEC V CVT,Automatic,79061,Petrol,KA-03,799000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Honda,2016,2,15621
TITANIUM 1.5L PETROL,Manual,35443,Petrol,TN-39,719000,"Bellahalli, Bengaluru",Bangalore,Ford,2018,2,14057
RXT 0.8,Manual,16808,Petrol,KA-51,386000,"GT World Mall, Bengaluru",Bangalore,Renault,2017,1,7546
CLIMBER 1.0 (O),Manual,43285,Petrol,KA-16,442000,"Horamavu Agara Road, Bengaluru",Bangalore,Renault,2020,3,8641
1.2L I-VTEC S MT,Manual,49538,Petrol,KA-19,707000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2018,1,13822
SPORTZ 1.2 KAPPA VTVT,Manual,69819,Petrol,KA-51,463000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2016,1,9052
DELTA CVT PETROL 1.2,Automatic,38218,Petrol,KA-35,608000,"Bellahalli, Bengaluru",Bangalore,Maruti,2017,2,11887
XZA PLUS (O) PETROL,Automatic,7662,Petrol,KA-53,1205000,"Horamavu Agara Road, Bengaluru",Bangalore,Tata,2021,1,22936
RX L DIESEL,Manual,83271,Diesel,KA-51,341000,"Bellahalli, Bengaluru",Bangalore,Renault,2014,1,6667
HIGHLINE TDI AT,Automatic,74997,Diesel,KA-04,709000,"Horamavu Agara Road, Bengaluru",Bangalore,Volkswagen,2015,1,13861
VDI,Manual,55544,Diesel,KA-01,454000,"Bellahalli, Bengaluru",Bangalore,Maruti,2012,2,8876
VXI,Manual,81712,Petrol,KA-04,457000,"GT World Mall, Bengaluru",Bangalore,Maruti,2013,1,8934
ERA +,Manual,34474,Petrol,KA-02,293000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2014,1,5728
LUXURY PLUS 1.4 PETROL 7 STR,Manual,16047,Petrol,KA-05,1731000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,KIA,2022,1,32948
VXI,Manual,30876,Petrol,KA-03,416000,"Bellahalli, Bengaluru",Bangalore,Maruti,2014,1,8133
1.2L I-VTEC V,Manual,85860,Petrol,KA-25,498000,"Bellahalli, Bengaluru",Bangalore,Honda,2016,3,9736
DELTA CVT PETROL 1.2,Automatic,83075,Petrol,KA-06,574000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2016,2,11222
VXI+,Manual,21226,Petrol,KA-63,451000,"Bellahalli, Bengaluru",Bangalore,Maruti,2020,1,8817
SPORTZ 1.2,Manual,39078,Petrol,KA-53,515000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2014,1,10068
ASTA 1.4 CRDI DUAL TONE,Manual,36283,Diesel,KA-04,821000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2018,1,15627
VXI,Manual,81207,Petrol,KA-41,345000,"Bellahalli, Bengaluru",Bangalore,Maruti,2015,3,6745
SPORTZ 1.5 MT,Manual,77648,Diesel,KA-06,838000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2021,1,15951
VXI 1.0,Manual,28454,Petrol,KA-65,509000,"Bellahalli, Bengaluru",Bangalore,Maruti,2019,2,9951
SX PLUS 1.6 PETROL,Manual,102816,Petrol,KA-53,916000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2016,1,17435
RXT 0.8,Manual,90079,Petrol,KA-51,312000,"Sonnappanahalli
",Bangalore,Renault,2015,1,6100
ASTA 1.2  CVT,Automatic,70601,Petrol,KA-41,681000,"GT World Mall, Bengaluru",Bangalore,Hyundai,2018,1,13314
DELTA PETROL 1.2,Manual,20870,Petrol,KA-02,674000,"Bellahalli, Bengaluru",Bangalore,Maruti,2019,1,13177
ASTA 1.2 KAPPA VTVT,Manual,41803,Petrol,KA-02,512000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2017,2,10010
VXI,Manual,87652,Petrol,KA-03,308000,"GT World Mall, Bengaluru",Bangalore,Maruti,2011,1,6021
ZDI,Manual,67791,Diesel,KA-05,644000,"Bellahalli, Bengaluru",Bangalore,Maruti,2015,2,12590
T10,Manual,54603,Diesel,KA-03,815000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Mahindra,2018,1,15513
SPORTZ 1.2 KAPPA VTVT,Manual,25960,Petrol,KA-05,506000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2016,1,9892
SPORTZ 1.2,Manual,47092,Petrol,KA-03,492000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2014,2,9619
DELTA PETROL 1.2,Manual,75140,Petrol,KA-03,610000,"Bellahalli, Bengaluru",Bangalore,Maruti,2016,1,11926
ASTA 1.2,Manual,53789,Petrol,KA-53,660000,"GT World Mall, Bengaluru",Bangalore,Hyundai,2016,1,12903
1.5L I-VTEC V MT,Manual,56253,Petrol,KA-03,672000,"Bellahalli, Bengaluru",Bangalore,Honda,2017,3,13138
ZXI,Manual,63618,Petrol,KA-05,481000,"GT World Mall, Bengaluru",Bangalore,Maruti,2018,1,9404
1.2L I-VTEC V CVT,Automatic,30197,Petrol,KA-04,730000,"Bellahalli, Bengaluru",Bangalore,Honda,2018,1,14272
ASTA (O) AT 1.2 KAPPA VTVT,Automatic,51086,Petrol,KA-05,507000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2016,1,9912
RXT 1.0,Manual,10254,Petrol,KA-03,386000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Renault,2017,1,7546
ALPHA PETROL 1.2,Manual,100894,Petrol,KA-05,592000,"Horamavu Agara Road, Bengaluru",Bangalore,Maruti,2016,1,11574
HIGHLINE PLUS 1.0L TSI AT,Automatic,35407,Petrol,KA-01,1256000,"Bellahalli, Bengaluru",Bangalore,Volkswagen,2021,1,23907
1.5L I-VTEC VX,Manual,53295,Petrol,KA-30,713000,"Horamavu Agara Road, Bengaluru",Bangalore,Honda,2017,2,13939
ASTA 1.4 CRDI,Manual,83731,Diesel,KA-51,607000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2015,2,11867
ASTA 1.2 (O),Manual,91660,Petrol,KA-01,625000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2016,1,12219
SPORTZ 1.2 KAPPA VTVT,Manual,15147,Petrol,KA-01,603000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2018,1,11789
ZXI 1.2 AMT,Automatic,33793,Petrol,KA-53,612000,"Bellahalli, Bengaluru",Bangalore,Maruti,2020,2,11965
E PLUS 1.6 PETROL,Manual,71570,Petrol,KA-41,890000,"Sonnappanahalli
",Bangalore,Hyundai,2017,2,16940
SPORTZ AMT,Automatic,38985,Petrol,KA-50,541000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2018,1,10577
TREND+ 1.5L DIESEL,Manual,36261,Diesel,KA-03,736000,"GT World Mall, Bengaluru",Bangalore,Ford,2018,3,14389
XM DIESEL,Manual,27750,Diesel,KA-03,916000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,Tata,2020,1,17435
1.5L I-VTEC VX CVT,Automatic,110941,Petrol,KA-03,694000,"GT World Mall, Bengaluru",Bangalore,Honda,2016,2,13568
V CVT,Automatic,29335,Petrol,KA-02,786000,"Bellahalli, Bengaluru",Bangalore,Toyota,2019,2,15366
MAGNA 1.2 KAPPA VTVT,Manual,34780,Petrol,KA-04,512000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2018,2,10010
ASTA 1.2,Manual,59470,Petrol,KA-05,598000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2015,1,11691
VXI,Manual,36789,Petrol,KA-51,650000,"Bellahalli, Bengaluru",Bangalore,Maruti,2018,1,12708
SPORTZ (O) 1.2 KAPPA VTVT,Manual,33623,Petrol,KA-04,527000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2017,2,10303
1.5L I-VTEC SV CVT,Automatic,94947,Petrol,KA-03,587000,"GT World Mall, Bengaluru",Bangalore,Honda,2015,1,11476
1.2L I-VTEC V,Manual,68576,Petrol,KA-02,603000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2016,1,11789
1.6 CRDI SX,Manual,60988,Diesel,KA-41,883000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2017,1,16807
1.6 VTVT SX AT,Automatic,34108,Petrol,KA-04,724000,"GT World Mall, Bengaluru",Bangalore,Hyundai,2016,1,14154
VXI,Manual,37681,Petrol,KA-19,224000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2011,3,4379
ASTA (O) 1.2 KAPPA VTVT,Manual,53814,Petrol,KA-02,499000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2016,1,9756
LXI,Manual,62554,Petrol,KA-50,277000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Maruti,2015,1,5415
VXI (O) AT,Automatic,31458,Petrol,KA-03,572000,"Horamavu Agara Road, Bengaluru",Bangalore,Maruti,2016,2,11183
S MT,Manual,29320,Petrol,KA-03,371000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2012,1,7253
VXI,Manual,43525,Petrol,KA-05,616000,"Horamavu Agara Road, Bengaluru",Bangalore,Maruti,2017,1,12043
VXI,Manual,6324,Petrol,KA-51,796000,"Bellahalli, Bengaluru",Bangalore,Maruti,2022,1,15562
TREND 1.5L PETROL,Manual,53917,Petrol,KA-51,651000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,Ford,2017,1,12727
1.5L I-VTEC ZX CVT,Automatic,72016,Petrol,KA-01,938000,"Bellahalli, Bengaluru",Bangalore,Honda,2017,1,17854
ERA +,Manual,109923,Petrol,KA-09,268000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2015,1,5239
ZXI,Manual,72136,Petrol,KA-03,689000,"Bellahalli, Bengaluru",Bangalore,Maruti,2016,2,13470
ZXI,Manual,17811,Petrol,KA-53,665000,"Sonnappanahalli
",Bangalore,Maruti,2015,1,13001
1.5L I-DTEC S,Manual,80519,Diesel,KA-50,384000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2014,3,7507
VXI,Manual,27720,Petrol,KA-19,341000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Maruti,2017,2,6667
VXI,Manual,75761,Petrol,KA-51,291000,"Bellahalli, Bengaluru",Bangalore,Maruti,2012,2,5689
ERA 1.4 CRDI,Manual,40562,Diesel,KA-51,445000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2012,1,8700
XZ PETROL,Manual,40742,Petrol,KA-02,745000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Tata,2020,1,14565
1.2L I-VTEC VX CVT,Automatic,32790,Petrol,KA-05,777000,"Bellahalli, Bengaluru",Bangalore,Honda,2019,2,15190
1.5L I-DTEC VX CVT,Automatic,22980,Diesel,KA-05,905000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2019,1,17226
ZXI 1.2,Manual,29074,Petrol,KA-11,634000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2022,1,12395
SPORTZ 1.2,Manual,55836,Petrol,KA-01,487000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2014,1,9521
AMBITION 1.6 MPI AT,Automatic,45047,Petrol,KA-51,822000,"Bellahalli, Bengaluru",Bangalore,Skoda,2018,1,15646
VXI,Manual,25928,Petrol,KA-05,248000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Maruti,2011,1,4848
1.2L I-VTEC V AT,Automatic,55412,Petrol,KA-09,563000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2015,1,11007
RXL PETROL,Manual,38520,Petrol,KA-41,769000,"Bellahalli, Bengaluru",Bangalore,Renault,2017,1,15034
XZA PLUS PETROL,Automatic,77243,Petrol,KA-51,894000,"GT World Mall, Bengaluru",Bangalore,Tata,2019,1,17016
ASTA 1.2 KAPPA VTVT,Manual,46894,Petrol,KA-01,458000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2016,3,8954
VXI AMT,Automatic,20017,Petrol,KA-51,519000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2019,1,10147
ASTA (O) 1.2 KAPPA VTVT,Manual,49479,Petrol,KA-51,428000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2015,3,8367
1.6 CRDI SX,Manual,49792,Diesel,KA-53,981000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2018,2,18672
CLIMBER 1.0 (O),Manual,6200,Petrol,KA-19,573000,"Horamavu Agara Road, Bengaluru",Bangalore,Renault,2021,1,11202
ASTA (O) 1.0 TURBO GDI DCT,Automatic,29202,Petrol,KA-05,1075000,"Bellahalli, Bengaluru",Bangalore,Hyundai,2021,1,20462
1.2 BASE I VTEC,Manual,90448,Petrol,KA-51,325000,"Bellahalli, Bengaluru",Bangalore,Honda,2010,2,6354
SX AT 1.2 (O),Automatic,102196,Petrol,KA-01,420000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2014,1,8211
VXI,Manual,85038,Petrol,KA-04,522000,"Bellahalli, Bengaluru",Bangalore,Maruti,2015,1,10205
V,Manual,12786,Petrol,KA-03,940000,"Bellahalli, Bengaluru",Bangalore,Toyota,2022,1,17892
VXI,Manual,48628,Petrol,KA-05,692000,"Sonnappanahalli
",Bangalore,Maruti,2021,1,13529
LXI OPT CNG,Manual,75591,CNG,KA-17,421000,"Bellahalli, Bengaluru",Bangalore,Maruti,2020,1,8231
TOPLINE TSI 1.0 AT,Automatic,11880,Petrol,KA-09,1645000,"Bellahalli, Bengaluru",Bangalore,Volkswagen,2022,1,31311
ZXI 1.2 AMT,Automatic,3725,Petrol,KA-05,650000,"Horamavu Agara Road, Bengaluru",Bangalore,Maruti,2020,1,12708
VDI ABS,Manual,88509,Diesel,KA-25,552000,"Bellahalli, Bengaluru",Bangalore,Maruti,2015,2,10792
VXI,Manual,84623,Petrol,KA-04,317000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Maruti,2011,1,6197
HTX 1.5 PETROL,Manual,10845,Petrol,KA-05,1458000,"Garuda Mall, Magrath Road, Bengaluru",Bangalore,KIA,2022,1,27752
XZ PETROL,Manual,45295,Petrol,KA-51,770000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Tata,2020,1,15054
AMBITION AT TSI,Automatic,29517,Petrol,KA-51,1048000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Skoda,2021,1,19948
ASTA (O) AT 1.2 KAPPA VTVT,Automatic,49641,Petrol,KA-53,552000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2016,1,10792
ZXI,Manual,15437,Petrol,KA-05,464000,"Bellahalli, Bengaluru",Bangalore,Maruti,2016,2,9071
S MT,Manual,22262,Petrol,KA-03,407000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2015,2,7957
ALPHA CVT PETROL 1.2,Automatic,81881,Petrol,KA-13,689000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2019,1,13470
1.2L I-VTEC V CVT,Automatic,77428,Petrol,KA-01,687000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Honda,2018,1,13431
SPORTZ AT 1.2 KAPPA VTVT,Automatic,17026,Petrol,KA-05,622000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Hyundai,2018,2,12160
ASTA 1.2 (O),Manual,36139,Petrol,KA-41,677000,"Horamavu Agara Road, Bengaluru",Bangalore,Hyundai,2017,3,13235
HIGHLINE PETROL AT,Automatic,48079,Petrol,KA-01,746000,"Bellahalli, Bengaluru",Bangalore,Volkswagen,2016,2,14584
SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,17574,Petrol,KA-02,617000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Hyundai,2017,1,12062
CLIMBER 1.0 (O),Manual,55609,Petrol,KA-13,453000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Renault,2019,1,8856
VXI O,Manual,47038,Petrol,KA-41,600000,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore,Maruti,2017,1,11730
1.5L I-VTEC S MT,Manual,60570,Petrol,KA-03,413000,"Sonnappanahalli
",Bangalore,Honda,2012,3,8074
VXI P,Manual,30751,Petrol,KA-03,316000,"Hosur Road, Singasandra, Bengaluru",Bangalore,Maruti,2015,1,6178
TITANIUM 1.5L DIESEL,Manual,114427,Diesel,KA-09,852000,"Bellahalli, Bengaluru",Bangalore,Ford,2018,2,16217
K8 P 6 STR,Manual,32207,Petrol,KA-05,582000,"GT World Mall, Bengaluru",Bangalore,Mahindra,2018,1,11378
VXI,Manual,44807,Petrol,KA-03,355000,"Bellahalli, Bengaluru",Bangalore,Maruti,2013,1,6940
